RA,STATE,AGE5P,AGE5P_RA,INGP,IEO,ENGLP,OCCP,OUTCOME
3,7,2,6,0,2,1,4,1
3,4,3,9,0,2,1,3,1
3,7,6,18,0,4,1,10,1
3,2,8,24,0,6,1,8,1
3,4,2,6,0,3,1,3,1
3,4,4,12,0,5,1,3,1
3,4,6,18,0,1,1,5,0
3,6,3,9,0,2,1,3,1
3,2,8,24,1,2,1,9,0
3,8,2,6,0,4,1,9,1
3,6,3,9,0,4,1,3,0
3,4,2,6,0,5,1,2,1
3,4,4,12,0,6,1,8,0
3,5,3,9,0,2,1,3,1
3,3,8,24,0,7,1,7,1
3,4,8,24,0,6,1,9,0
3,4,4,12,0,7,1,5,0
3,5,6,18,0,1,2,3,0
3,2,2,6,1,1,1,8,0
3,4,6,18,0,3,1,8,1
3,4,4,12,0,3,1,9,1
3,2,3,9,0,2,1,7,1
3,4,3,9,0,3,1,3,0
3,5,3,9,0,4,2,2,0
3,2,7,21,0,7,1,3,0
3,4,4,12,1,1,1,8,1
3,5,4,12,0,1,1,9,0
3,4,1,3,0,1,1,7,1
3,2,4,12,0,6,1,8,1
3,4,5,15,0,6,1,9,0
3,2,5,15,0,6,1,1,1
3,6,3,9,0,1,2,8,0
3,7,6,18,0,6,1,1,0
3,7,8,24,0,3,1,1,1
3,7,8,24,0,2,1,7,0
3,4,6,18,0,2,1,8,0
3,4,8,24,0,5,1,1,1
3,2,6,18,0,4,1,7,1
3,2,5,15,0,3,1,9,1
3,4,7,21,0,6,1,10,0
3,5,6,18,0,4,1,7,1
3,4,1,3,0,8,1,3,1
3,4,3,9,0,4,1,1,1
3,5,8,24,0,3,1,3,0
3,2,6,18,0,1,1,2,1
3,5,5,15,0,3,1,9,1
3,4,2,6,1,3,1,8,1
3,4,4,12,0,3,1,8,0
3,4,7,21,1,2,2,9,0
3,2,6,18,0,2,1,3,0
3,6,3,9,0,4,1,9,1
3,8,8,24,0,6,1,8,1
3,4,7,21,0,1,1,3,0
3,5,5,15,0,4,1,4,0
3,4,3,9,0,3,1,8,1
3,7,1,3,0,9,1,3,1
3,2,7,21,0,2,1,1,0
3,4,8,24,0,7,1,10,1
3,4,5,15,0,1,1,3,0
3,4,8,24,0,1,1,4,0
3,8,5,15,0,2,1,10,1
3,3,2,6,0,9,1,3,1
3,6,7,21,0,2,1,1,0
3,8,3,9,0,1,1,8,1
3,7,3,9,0,5,1,3,1
3,4,5,15,0,2,1,7,0
3,5,6,18,0,3,1,7,0
3,4,2,6,0,2,1,8,1
3,5,3,9,0,2,1,4,1
3,2,5,15,0,6,1,10,0
3,4,3,9,0,1,1,7,0
3,5,6,18,0,5,1,9,1
3,8,3,9,0,4,1,4,1
3,4,6,18,0,1,1,7,0
3,5,3,9,0,1,1,9,1
3,7,5,15,0,2,1,1,1
3,8,5,15,0,2,1,3,1
3,6,6,18,0,2,1,7,1
3,5,8,24,0,1,1,9,0
3,6,3,9,0,5,1,1,1
3,4,4,12,1,2,1,9,1
3,4,4,12,0,1,1,9,1
3,5,6,18,0,1,1,5,0
3,3,6,18,0,7,1,1,1
3,4,2,6,0,3,1,9,1
3,8,7,21,0,3,1,8,1
3,4,3,9,0,4,1,1,1
3,5,6,18,0,6,2,2,1
3,4,6,18,0,4,1,5,0
3,4,8,24,0,3,1,8,1
3,4,2,6,0,3,1,3,1
3,4,6,18,0,7,1,3,0
3,2,5,15,0,7,1,8,1
3,7,1,3,0,2,1,9,1
3,4,8,24,0,3,1,10,0
3,4,4,12,0,3,1,5,0
3,4,1,3,0,2,1,8,1
3,8,8,24,0,5,1,3,0
3,7,6,18,0,7,1,9,0
3,7,4,12,0,4,1,9,0
3,3,5,15,0,7,1,4,0
3,3,3,9,0,8,4,8,0
3,2,4,12,0,3,1,2,0
3,3,1,3,0,8,1,9,1
3,4,4,12,0,5,1,10,1
3,8,7,21,0,1,1,8,1
3,2,5,15,0,1,1,9,1
3,5,6,18,0,6,1,1,0
3,2,1,3,0,2,1,9,0
3,3,3,9,0,4,1,1,0
3,4,7,21,0,7,1,2,1
3,5,7,21,0,1,1,7,1
3,4,1,3,1,1,1,9,0
3,4,6,18,0,6,2,4,1
3,2,3,9,0,2,1,2,0
3,7,3,9,0,4,1,7,1
3,6,6,18,0,1,1,9,0
3,8,6,18,0,7,1,9,1
3,4,6,18,0,5,1,1,0
3,6,4,12,0,1,1,3,0
3,7,3,9,0,2,2,9,0
3,4,2,6,0,2,1,8,1
3,4,6,18,0,3,1,1,0
3,4,3,9,0,4,1,1,1
3,4,4,12,0,1,1,3,0
3,4,6,18,0,2,1,3,1
3,7,7,21,0,2,1,3,0
3,7,2,6,0,1,1,9,1
3,5,4,12,0,7,1,1,1
3,8,7,21,0,1,1,7,0
3,6,2,6,0,7,1,3,1
3,4,2,6,0,2,2,6,0
3,7,5,15,0,1,1,1,1
3,4,2,6,0,7,2,8,1
3,4,8,24,0,6,1,8,0
3,7,2,6,0,3,1,2,1
3,6,7,21,0,4,1,10,0
3,2,7,21,0,5,1,2,1
3,4,6,18,0,4,1,2,1
3,2,8,24,1,1,1,1,0
3,6,8,24,0,8,1,3,0
3,3,5,15,0,8,1,1,1
3,5,6,18,0,3,1,8,1
3,7,8,24,0,5,1,3,1
3,4,6,18,0,6,1,4,0
3,2,2,6,0,5,1,7,1
3,3,6,18,0,6,1,2,0
3,2,8,24,0,6,1,8,0
3,5,3,9,0,1,1,1,1
3,7,8,24,0,6,1,8,1
3,8,2,6,0,8,1,9,0
3,8,1,3,0,5,1,6,1
3,5,5,15,0,1,1,3,0
3,6,2,6,0,4,1,8,1
3,4,3,9,0,2,1,7,1
3,2,3,9,0,1,1,3,1
3,4,2,6,0,3,1,7,1
3,2,1,3,0,6,1,9,1
3,2,4,12,0,6,2,1,1
3,7,7,21,0,1,1,8,0
3,5,3,9,0,1,4,9,0
3,6,2,6,0,3,1,3,0
3,4,5,15,0,1,1,3,0
3,7,8,24,0,2,1,8,1
3,5,8,24,0,1,1,7,1
3,6,7,21,0,3,1,2,1
3,6,7,21,0,3,1,9,0
3,6,8,24,0,2,1,9,0
3,2,7,21,0,3,1,7,1
3,4,1,3,0,1,1,8,0
3,4,3,9,0,2,1,7,1
3,5,2,6,0,2,1,1,0
3,4,5,15,0,2,1,7,1
3,4,7,21,0,3,1,1,1
3,2,6,18,0,6,1,7,0
3,5,2,6,0,2,1,10,1
3,5,8,24,0,1,1,9,0
3,7,3,9,0,2,1,8,1
3,6,6,18,0,1,1,8,0
3,4,7,21,0,3,1,3,1
3,2,2,6,0,2,1,8,1
3,2,1,3,0,1,1,3,0
3,2,4,12,0,5,1,7,1
3,7,5,15,0,4,1,2,0
3,6,6,18,0,4,1,8,0
3,2,6,18,0,1,1,3,1
3,4,6,18,0,5,1,8,0
3,2,8,24,0,6,2,3,1
3,4,5,15,0,4,1,3,1
3,4,8,24,0,3,1,1,1
3,4,6,18,1,1,1,9,0
3,5,8,24,0,4,1,1,1
3,8,2,6,0,2,2,8,1
3,6,7,21,0,2,1,9,0
3,5,5,15,0,1,1,6,1
3,2,3,9,0,8,1,8,1
3,7,1,3,0,2,1,9,1
3,4,6,18,0,2,1,3,0
3,4,3,9,0,2,2,9,0
3,2,6,18,0,1,1,9,1
3,7,7,21,0,8,1,1,1
3,6,4,12,0,1,1,6,1
3,5,3,9,0,2,1,9,0
3,2,7,21,0,3,1,9,0
3,2,5,15,0,1,1,8,1
3,4,7,21,0,7,1,8,0
3,5,2,6,0,3,1,7,1
3,4,6,18,0,4,1,8,1
3,4,2,6,0,3,1,4,0
3,3,2,6,0,1,1,8,1
3,4,6,18,0,5,1,3,1
3,4,2,6,0,9,1,3,0
3,4,1,3,1,1,1,9,1
3,5,2,6,0,1,1,3,0
3,7,5,15,0,4,1,1,0
3,4,2,6,0,2,1,3,0
3,4,6,18,0,4,1,8,1
3,7,5,15,0,2,1,3,0
3,4,7,21,0,5,1,9,1
3,4,3,9,0,2,1,4,1
3,2,3,9,0,1,1,7,1
3,2,1,3,0,5,1,8,1
3,3,3,9,0,8,1,10,1
3,4,3,9,0,5,1,6,0
3,7,5,15,0,6,1,1,1
3,5,5,15,0,3,1,9,1
3,8,4,12,0,1,2,7,0
3,5,6,18,0,2,1,8,1
3,6,8,24,0,2,1,7,1
3,4,7,21,1,2,1,9,1
3,8,7,21,0,2,1,1,0
3,4,6,18,0,8,1,6,0
3,2,6,18,0,5,1,3,0
3,4,6,18,0,8,1,2,1
3,6,4,12,0,2,1,5,1
3,2,5,15,0,3,1,1,0
3,8,6,18,0,1,1,3,0
3,4,3,9,0,7,1,1,0
3,2,3,9,0,1,1,7,0
3,2,8,24,0,1,1,9,0
3,2,6,18,0,2,1,6,0
3,5,5,15,0,2,1,6,1
3,4,8,24,1,3,1,7,0
3,6,4,12,1,2,1,7,1
3,4,5,15,0,8,1,6,1
3,2,1,3,0,4,1,9,1
3,3,5,15,0,6,1,1,1
3,2,4,12,0,6,1,10,1
3,7,5,15,0,5,1,7,0
3,2,2,6,0,2,1,3,1
3,8,3,9,0,3,1,9,1
3,4,6,18,0,7,1,8,1
3,2,4,12,0,2,1,7,1
3,2,2,6,0,1,1,1,0
3,2,8,24,0,5,1,2,1
3,7,5,15,0,5,1,2,1
3,4,6,18,0,6,1,1,0
3,3,6,18,0,7,1,3,1
3,4,3,9,0,3,1,2,1
3,2,8,24,0,4,1,3,0
3,4,1,3,0,1,1,3,0
3,7,8,24,0,7,1,1,0
3,4,8,24,0,5,1,7,0
3,4,8,24,0,3,1,9,0
3,4,6,18,0,3,1,7,0
3,4,5,15,0,4,1,1,1
3,8,7,21,0,5,1,2,0
3,7,8,24,0,1,1,9,1
3,2,7,21,0,3,1,3,1
3,4,3,9,0,9,1,4,1
3,4,3,9,1,5,1,9,1
3,3,1,3,0,8,3,9,0
3,3,8,24,0,7,1,1,1
3,2,6,18,0,1,1,6,1
3,2,5,15,0,2,1,3,1
3,6,6,18,0,3,1,8,0
3,7,8,24,0,7,1,3,1
3,2,6,18,0,5,1,3,1
3,4,4,12,0,3,1,4,1
3,2,1,3,0,4,1,9,1
3,4,2,6,1,2,1,9,0
3,4,8,24,0,3,1,1,0
3,3,3,9,0,8,1,1,1
3,4,5,15,0,7,1,3,0
3,2,7,21,0,6,1,7,0
3,4,5,15,0,5,1,1,1
3,4,4,12,0,2,1,7,0
3,7,7,21,0,1,1,7,1
3,5,2,6,0,6,1,8,1
3,5,2,6,0,4,1,3,1
3,4,3,9,0,2,1,3,0
3,3,2,6,0,6,1,7,0
3,4,5,15,1,3,1,9,0
3,8,4,12,0,3,1,1,1
3,2,7,21,0,1,1,3,1
3,7,4,12,0,5,2,8,0
3,8,6,18,0,5,1,3,0
3,4,3,9,0,3,1,9,1
3,7,2,6,0,7,1,8,1
3,8,8,24,0,2,1,9,0
3,6,1,3,1,1,1,3,0
3,4,8,24,0,2,1,1,1
3,5,2,6,0,6,1,3,1
3,4,3,9,0,4,1,7,1
3,2,5,15,0,2,1,9,1
3,3,6,18,0,5,1,3,1
3,4,1,3,0,2,1,3,1
3,2,3,9,0,1,2,7,1
3,7,6,18,0,5,1,8,1
3,2,2,6,0,2,1,3,0
3,4,6,18,0,4,1,2,1
3,7,8,24,0,4,1,3,0
3,2,8,24,0,1,1,8,0
3,2,1,3,0,6,1,8,1
3,6,7,21,0,1,1,3,1
3,8,8,24,0,3,1,3,1
3,2,5,15,0,8,1,1,1
3,7,6,18,0,8,1,1,1
3,2,4,12,0,1,1,9,0
3,5,5,15,0,1,1,9,0
3,2,3,9,0,6,1,3,0
3,4,8,24,0,1,1,4,0
3,2,8,24,0,6,1,8,1
3,2,2,6,0,1,1,9,1
3,4,2,6,0,6,1,9,0
3,4,7,21,0,3,1,8,0
3,2,6,18,0,3,1,7,1
3,6,8,24,0,2,1,7,1
3,5,8,24,0,1,1,3,0
3,5,4,12,0,5,1,8,1
3,4,8,24,0,7,1,4,1
3,4,4,12,0,5,1,3,1
3,6,8,24,0,6,1,1,1
3,7,5,15,0,4,1,1,1
3,5,7,21,0,4,1,7,0
3,4,2,6,0,2,1,3,1
3,6,1,3,0,3,1,9,1
3,7,6,18,0,1,1,1,0
3,5,2,6,0,1,1,9,1
3,3,8,24,1,6,1,4,0
3,5,8,24,0,1,1,3,1
3,2,1,3,0,3,1,8,1
3,4,7,21,0,1,1,9,0
3,7,3,9,0,5,1,1,1
3,6,8,24,0,1,1,3,1
3,4,3,9,1,3,1,3,0
3,7,2,6,0,8,1,3,1
3,4,4,12,0,5,1,3,1
3,7,1,3,0,1,1,4,0
3,2,8,24,0,3,1,7,1
3,4,3,9,0,3,1,2,1
3,7,7,21,0,1,1,8,1
3,7,2,6,0,4,1,9,0
3,2,2,6,0,4,1,6,1
3,3,4,12,0,7,1,3,1
3,7,8,24,0,3,1,7,1
3,4,2,6,0,1,1,7,1
3,4,7,21,0,7,1,10,1
3,2,8,24,0,5,1,2,1
3,7,7,21,0,4,1,1,1
3,4,2,6,0,3,1,3,0
3,4,5,15,0,9,1,2,0
3,8,5,15,0,4,1,1,0
3,5,6,18,0,3,1,9,0
3,2,1,3,1,1,1,9,0
3,8,3,9,0,5,1,3,0
3,4,7,21,0,1,1,7,0
3,4,5,15,0,2,1,6,1
3,2,1,3,0,2,1,9,0
3,4,8,24,0,1,1,3,0
3,8,3,9,0,2,1,1,1
3,2,8,24,0,1,1,7,0
3,2,4,12,1,1,1,9,0
3,4,7,21,1,5,1,9,1
3,7,4,12,0,2,1,9,0
3,2,1,3,0,5,1,9,0
3,4,7,21,0,1,1,9,0
3,7,5,15,0,4,2,7,0
3,2,7,21,0,2,1,7,1
3,7,8,24,0,4,1,9,0
3,3,2,6,0,4,1,3,0
3,4,3,9,0,2,2,1,1
3,4,7,21,0,2,1,7,1
3,4,6,18,0,3,1,10,1
3,5,6,18,0,1,1,9,1
3,2,8,24,0,4,1,8,1
3,4,4,12,0,4,1,9,1
3,7,2,6,0,3,1,6,0
3,6,7,21,0,3,1,8,0
3,7,7,21,0,4,1,8,0
3,4,5,15,0,2,1,7,0
3,7,6,18,0,4,1,3,0
3,4,7,21,0,5,1,5,0
3,4,7,21,0,2,1,9,1
3,8,7,21,0,5,1,9,1
3,2,2,6,0,3,1,1,1
3,4,4,12,0,6,1,3,1
3,2,2,6,0,4,1,1,1
3,2,6,18,0,1,1,7,0
3,4,2,6,0,7,1,3,1
3,2,5,15,1,6,1,4,0
3,3,3,9,0,7,1,7,1
3,6,8,24,0,1,1,7,1
3,8,8,24,0,4,1,2,1
3,6,3,9,0,5,1,9,0
3,6,8,24,0,1,1,3,0
3,2,5,15,0,4,1,6,1
3,4,3,9,0,3,1,3,0
3,4,8,24,0,3,1,1,1
3,4,7,21,0,2,1,7,0
3,7,6,18,0,5,1,9,0
3,4,2,6,0,3,1,9,0
3,2,5,15,0,8,1,1,1
3,4,6,18,0,9,1,3,1
3,6,2,6,0,2,1,3,0
3,7,4,12,0,2,1,8,1
3,8,7,21,0,4,1,8,0
3,4,3,9,0,2,1,7,1
3,6,8,24,0,1,1,1,0
3,4,5,15,0,7,1,3,0
3,5,8,24,0,2,1,9,1
3,2,8,24,0,4,2,1,1
3,4,8,24,0,2,1,7,1
3,2,8,24,0,8,1,9,1
3,2,7,21,0,7,1,3,0
3,2,4,12,0,4,1,2,1
3,8,2,6,0,3,1,3,0
3,5,6,18,0,5,1,3,1
3,8,3,9,0,1,1,1,1
3,5,4,12,0,1,1,7,1
3,4,7,21,0,3,1,1,1
3,2,2,6,0,8,1,7,1
3,4,3,9,0,4,1,9,1
3,2,6,18,0,1,2,2,1
3,3,5,15,0,5,1,3,1
3,4,5,15,1,2,1,7,0
3,4,8,24,0,2,1,7,0
3,2,6,18,0,6,1,1,1
3,4,7,21,0,3,1,3,1
3,5,8,24,0,7,2,7,0
3,7,8,24,0,5,1,7,0
3,4,3,9,0,6,1,3,1
3,5,1,3,0,1,1,8,1
3,2,5,15,0,6,1,6,0
3,2,8,24,0,7,1,9,1
3,4,3,9,0,7,1,3,1
3,5,5,15,0,2,1,8,1
3,2,6,18,0,2,1,9,1
3,4,6,18,0,2,1,1,0
3,5,3,9,0,2,1,3,1
3,4,4,12,0,5,1,8,1
3,5,5,15,0,1,1,4,0
3,6,8,24,0,7,1,2,1
3,4,3,9,0,5,2,2,1
3,4,3,9,0,4,1,3,1
3,4,7,21,0,1,1,8,0
3,7,6,18,0,3,1,7,1
3,8,6,18,0,3,2,4,1
3,3,7,21,0,7,2,1,1
3,8,7,21,0,1,1,3,0
3,7,2,6,0,4,1,3,1
3,7,5,15,0,7,1,6,1
3,3,2,6,0,5,1,3,0
3,2,4,12,0,5,1,3,1
3,8,4,12,1,1,1,9,1
3,4,6,18,0,1,1,9,1
3,5,8,24,0,5,1,7,1
3,5,7,21,0,1,1,3,0
3,4,6,18,0,4,1,1,1
3,4,3,9,0,5,1,1,1
3,8,7,21,0,8,1,3,0
3,2,6,18,0,4,1,9,1
3,4,5,15,0,5,1,7,0
3,4,6,18,0,5,1,3,0
3,8,7,21,0,6,1,2,1
3,4,8,24,0,1,1,7,0
3,7,8,24,0,2,1,4,0
3,4,4,12,0,2,1,7,0
3,4,1,3,0,1,1,8,1
3,7,1,3,0,5,1,3,0
3,8,3,9,0,3,1,2,1
3,8,1,3,0,3,1,3,0
3,2,8,24,0,3,1,1,1
3,6,1,3,0,3,1,3,0
3,4,3,9,0,7,1,4,0
3,4,8,24,0,5,1,2,0
3,4,3,9,0,5,1,2,1
3,7,2,6,0,2,1,3,1
3,4,6,18,0,7,1,4,0
3,6,1,3,0,4,1,8,1
3,3,1,3,0,3,1,10,1
3,4,1,3,0,3,1,3,1
3,6,3,9,0,3,1,8,0
3,2,4,12,0,5,1,6,1
3,4,2,6,0,6,1,4,1
3,8,2,6,0,1,1,1,1
3,4,5,15,0,1,1,3,0
3,7,6,18,0,6,1,1,1
3,8,2,6,0,3,1,6,1
3,2,8,24,0,2,1,1,1
3,7,5,15,0,6,1,1,1
3,4,2,6,0,1,1,3,0
3,4,7,21,0,1,1,7,1
3,4,2,6,0,1,1,7,1
3,4,5,15,1,2,1,7,1
3,2,7,21,0,5,1,3,0
3,2,8,24,0,6,1,2,0
3,8,7,21,0,5,1,8,1
3,2,8,24,0,6,1,4,1
3,4,4,12,0,1,1,7,0
3,7,2,6,0,1,1,3,0
3,6,2,6,0,6,1,8,1
3,4,2,6,0,7,1,9,1
3,4,2,6,0,8,1,6,1
3,4,7,21,0,1,1,1,1
3,4,4,12,0,3,1,3,0
3,7,5,15,0,8,1,9,1
3,2,7,21,0,2,1,1,1
3,5,8,24,0,1,1,8,0
3,3,6,18,0,4,3,8,0
3,8,6,18,0,5,2,2,1
3,4,5,15,0,3,1,9,0
3,6,2,6,0,1,1,9,1
3,4,1,3,1,4,1,9,1
3,6,6,18,0,3,1,9,1
3,5,7,21,0,2,1,9,1
3,7,1,3,0,8,1,9,1
3,2,6,18,0,1,1,9,1
3,4,8,24,0,4,1,5,1
3,7,8,24,0,4,1,7,1
3,6,2,6,0,2,1,8,0
3,2,7,21,0,1,1,7,1
3,4,5,15,0,1,1,7,1
3,4,8,24,0,2,1,1,1
3,4,7,21,0,3,1,3,1
3,4,5,15,0,7,1,1,1
3,4,1,3,0,6,1,3,1
3,7,2,6,0,1,1,1,1
3,7,8,24,0,4,1,7,0
3,3,7,21,0,9,1,1,1
3,4,6,18,0,2,1,9,1
3,4,2,6,0,3,1,9,1
3,4,2,6,0,5,1,5,0
3,2,4,12,0,1,1,8,0
3,5,4,12,0,7,1,3,1
3,4,7,21,0,5,1,3,0
3,4,2,6,0,3,1,3,0
3,8,3,9,0,7,1,7,0
3,4,3,9,0,5,1,7,1
3,4,7,21,0,3,1,7,1
3,4,3,9,0,9,1,2,0
3,2,8,24,0,1,1,10,1
3,4,5,15,0,7,1,1,1
3,2,2,6,0,7,1,2,1
3,5,1,3,0,1,1,8,1
3,2,7,21,0,5,1,3,0
3,2,8,24,0,1,1,9,0
3,4,3,9,0,4,3,9,1
3,4,3,9,0,3,1,3,0
3,8,3,9,0,4,1,2,1
3,2,1,3,0,2,1,3,1
3,4,3,9,0,4,1,9,0
3,5,7,21,0,2,1,7,1
3,7,7,21,0,2,1,5,1
3,8,7,21,0,3,1,9,0
3,2,8,24,0,5,1,1,1
3,4,8,24,0,1,1,5,1
3,2,2,6,0,4,1,3,1
3,2,7,21,0,9,1,1,1
3,4,4,12,0,1,1,8,0
3,5,6,18,0,9,1,1,1
3,8,6,18,0,3,1,8,1
3,2,5,15,0,2,1,9,1
3,4,7,21,0,1,1,7,1
3,4,5,15,0,2,1,9,0
3,2,5,15,0,3,1,3,1
3,2,7,21,0,3,1,8,0
3,4,3,9,0,3,1,3,0
3,2,6,18,1,8,1,1,1
3,4,2,6,0,2,1,8,1
3,7,6,18,0,1,1,7,1
3,4,7,21,0,1,1,3,1
3,3,5,15,0,7,1,3,0
3,4,2,6,0,2,1,3,0
3,3,2,6,0,5,1,9,1
3,4,2,6,0,6,1,3,0
3,5,6,18,0,2,1,3,1
3,4,1,3,0,1,1,9,1
3,7,8,24,0,2,1,1,1
3,7,5,15,0,3,3,2,0
3,4,1,3,0,5,1,3,1
3,4,4,12,0,3,1,6,0
3,5,1,3,0,8,1,9,1
3,4,1,3,0,1,2,8,0
3,6,1,3,0,5,1,9,1
3,7,1,3,0,4,3,9,1
3,4,8,24,0,2,1,3,0
3,7,7,21,0,3,1,2,0
3,4,7,21,0,7,1,1,1
3,7,4,12,0,1,1,3,1
3,8,6,18,0,4,1,6,1
3,5,8,24,0,1,1,7,1
3,4,8,24,0,7,1,6,1
3,4,6,18,0,1,1,8,0
3,2,8,24,0,4,1,7,1
3,4,6,18,1,7,1,9,1
3,2,3,9,1,1,1,8,0
3,3,2,6,0,5,1,3,0
3,2,6,18,0,4,1,8,1
3,4,1,3,1,1,3,9,1
3,4,6,18,0,5,1,3,0
3,4,6,18,0,3,1,9,0
3,2,6,18,0,1,1,3,1
3,4,1,3,1,3,1,3,0
3,7,7,21,0,5,1,3,0
3,7,7,21,0,8,1,1,0
3,3,5,15,0,9,1,1,1
3,4,5,15,0,2,1,3,1
3,7,1,3,1,3,1,9,1
3,4,6,18,0,1,2,10,0
3,4,5,15,0,3,1,3,0
3,7,3,9,0,1,1,3,0
3,2,6,18,0,1,1,9,0
3,2,4,12,0,5,2,2,1
3,7,5,15,0,5,1,7,1
3,4,2,6,0,3,1,4,1
3,8,1,3,0,3,1,8,1
3,2,7,21,0,2,1,8,1
3,2,1,3,0,3,1,2,1
3,2,1,3,0,6,1,3,1
3,8,6,18,0,5,1,3,1
3,4,3,9,0,2,1,3,0
3,5,7,21,0,1,1,5,1
3,4,2,6,0,2,1,9,1
3,2,8,24,0,7,1,8,1
3,8,5,15,1,1,2,9,1
3,8,3,9,0,3,1,7,0
3,5,6,18,0,1,1,9,0
3,8,1,3,0,8,1,9,1
3,5,6,18,0,2,1,8,1
3,4,3,9,1,2,1,7,1
3,3,2,6,0,5,1,7,1
3,4,4,12,0,5,1,1,1
3,4,7,21,0,2,1,7,1
3,2,3,9,0,2,1,4,0
3,8,8,24,0,4,1,9,0
3,4,3,9,0,1,1,8,0
3,4,3,9,0,2,1,8,0
3,5,5,15,0,3,1,3,0
3,4,4,12,0,5,1,3,1
3,4,7,21,0,1,1,1,1
3,5,7,21,0,2,1,8,1
3,5,3,9,0,3,1,4,0
3,8,4,12,0,3,1,8,1
3,4,7,21,0,4,1,1,0
3,8,8,24,0,8,1,1,1
3,6,7,21,0,1,1,8,0
3,4,2,6,0,1,1,9,1
3,4,4,12,0,3,1,3,0
3,7,2,6,0,3,1,8,1
3,2,4,12,0,6,1,10,1
3,6,7,21,0,6,1,1,1
3,2,2,6,0,7,1,8,1
3,4,2,6,0,5,1,7,1
3,2,3,9,0,7,1,3,0
3,7,4,12,0,2,1,2,1
3,4,6,18,0,8,1,10,1
3,2,6,18,0,6,1,1,1
3,4,8,24,1,4,1,7,0
3,8,2,6,0,2,1,3,0
3,2,8,24,0,2,1,1,1
3,4,8,24,0,9,1,2,1
3,7,2,6,0,6,1,5,1
3,3,4,12,1,5,1,3,1
3,7,2,6,0,9,1,8,1
3,2,7,21,0,1,1,1,1
3,4,7,21,0,1,1,5,1
3,4,5,15,0,2,1,7,1
3,3,3,9,1,8,1,8,1
3,4,1,3,0,1,1,6,1
3,8,3,9,0,1,1,7,0
3,2,1,3,0,4,1,6,1
3,7,4,12,0,3,1,2,0
3,2,1,3,0,6,1,9,0
3,8,1,3,0,3,1,7,0
3,6,4,12,0,4,1,9,1
3,8,2,6,0,7,1,3,1
3,4,3,9,0,5,1,3,1
3,6,3,9,0,3,1,3,0
3,4,5,15,0,1,1,9,0
3,6,5,15,0,1,1,1,1
3,8,7,21,0,8,1,1,1
3,2,2,6,0,2,1,3,0
3,4,2,6,0,2,1,8,0
3,3,5,15,0,4,1,3,1
3,4,1,3,1,4,1,9,1
3,7,3,9,0,2,1,8,1
3,2,1,3,1,1,1,8,1
3,3,2,6,0,8,1,9,1
3,8,5,15,0,2,1,8,1
3,4,8,24,0,2,1,1,0
3,8,5,15,0,1,1,9,0
3,7,6,18,0,1,1,7,0
3,2,5,15,0,1,1,9,0
3,5,6,18,0,1,1,9,1
3,2,1,3,0,7,1,8,1
3,3,3,9,0,8,1,4,1
3,4,6,18,0,1,2,10,1
3,7,5,15,0,1,1,8,1
3,4,6,18,0,6,1,9,1
3,6,8,24,0,6,1,2,0
3,5,3,9,0,3,2,10,0
3,4,7,21,0,1,1,4,0
3,2,6,18,0,1,1,8,1
3,4,6,18,0,2,1,3,0
3,6,6,18,0,1,1,8,1
3,4,4,12,1,2,2,9,0
3,2,5,15,0,3,1,3,1
3,2,5,15,0,6,1,3,0
3,8,8,24,0,8,1,1,1
3,2,4,12,0,4,1,1,0
3,3,3,9,0,9,1,3,0
3,2,4,12,0,3,1,6,1
3,2,8,24,0,2,1,8,0
3,2,7,21,0,5,1,1,1
3,4,3,9,0,4,1,7,1
3,2,2,6,0,1,1,9,1
3,2,5,15,0,4,1,6,1
3,3,4,12,0,8,1,5,0
3,6,2,6,1,1,1,9,0
3,5,6,18,0,1,2,9,0
3,5,4,12,0,5,1,3,1
3,7,6,18,0,1,1,1,1
3,2,7,21,0,1,1,8,1
3,4,4,12,0,2,1,7,1
3,5,8,24,0,7,1,1,1
3,8,3,9,1,1,1,9,0
3,8,4,12,0,2,1,6,1
3,4,7,21,0,5,1,6,1
3,6,4,12,0,2,1,3,0
3,8,2,6,0,6,1,7,1
3,5,7,21,0,7,1,2,0
3,6,6,18,0,1,1,9,0
3,8,3,9,0,5,4,9,0
3,6,5,15,0,8,1,7,0
3,8,2,6,0,1,1,2,1
3,5,2,6,0,2,1,3,0
3,8,7,21,0,5,1,1,1
3,8,2,6,1,1,1,9,1
3,4,3,9,0,6,1,4,1
3,2,2,6,0,2,1,2,1
3,6,4,12,0,1,1,8,0
3,3,3,9,0,8,2,9,1
3,4,2,6,1,8,1,9,1
3,4,4,12,0,4,1,3,0
3,4,8,24,0,9,1,3,0
3,7,3,9,0,5,1,1,1
3,4,2,6,0,1,1,2,1
3,4,2,6,0,5,1,8,1
3,8,7,21,0,4,1,9,1
3,6,8,24,0,2,1,9,1
3,2,8,24,0,6,1,3,1
3,8,4,12,0,3,1,3,1
3,5,8,24,0,2,1,9,1
3,5,8,24,0,1,1,3,1
3,4,2,6,0,6,1,3,1
3,4,1,3,1,2,1,9,1
3,4,6,18,0,3,1,7,0
3,4,8,24,0,3,1,7,0
3,8,8,24,0,4,1,1,1
3,2,8,24,0,2,1,9,0
3,2,6,18,0,2,1,1,1
3,2,5,15,0,4,1,8,0
3,2,5,15,1,4,1,8,0
3,5,4,12,0,1,1,7,1
